FILE,CLASS,BMT,REPLICATE,DATA SET,CLASS2,C LEVEL,M LEVEL,VERTICES,CONNECTED EDGES,WEDGE COUNT,CLAW COUNT,MAX DEGREE
HRB10,HR,B10,10,Cross-validation,B,125,70,2856,9954,2,1525,5
HRB1,HR,B1,1,Training,B,125,100,4538,15890,0,2357,5
HRB2,HR,B2,2,Training,B,125,100,3959,13845,3,2054,5
HRB3,HR,B3,3,Training,B,125,100,4239,14834,2,2218,5
HRB4,HR,B4,4,Training,B,125,100,3761,13100,3,2017,5
HRB5,HR,B5,5,Training,B,125,100,3818,13347,1,2014,5
HRB6,HR,B6,6,Training,B,125,100,5339,18700,2,2771,5
HRB7,HR,B7,7,Validation,B,125,100,3938,13832,3,2025,5
HRB8,HR,B8,8,Validation,B,125,100,6231,21818,25,3238,5
HRB9,HR,B9,9,Validation,B,125,100,4399,15441,2,2252,5
HRB10,HR,B10,10,Cross-validation,B,125,100,2835,9874,3,1517,5
HRB1,HR,B1,1,Training,B,125,125,4809,16624,196,2342,5
HRB2,HR,B2,2,Training,B,125,125,3891,13585,4,2034,5
HRB3,HR,B3,3,Training,B,125,125,3497,12273,0,1801,5
HRB4,HR,B4,4,Training,B,125,125,3754,13076,3,2014,5
HRB5,HR,B5,5,Training,B,125,125,3424,12002,5,1781,5
HRB6,HR,B6,6,Training,B,125,125,5365,18745,33,2767,5
HRB7,HR,B7,7,Validation,B,125,125,2055,7218,2,1051,5
HRB8,HR,B8,8,Validation,B,125,125,5111,17981,1,2600,5
HRB9,HR,B9,9,Validation,B,125,125,4286,15034,1,2204,5
HRB10,HR,B10,10,Cross-validation,B,125,125,2833,9877,2,1511,5
HRB1,HR,B1,1,Training,B,175,70,4083,14246,5,2141,5
HRB2,HR,B2,2,Training,B,175,70,3401,11832,7,1815,5
HRB3,HR,B3,3,Training,B,175,70,3974,13856,3,2099,5
HRB4,HR,B4,4,Training,B,175,70,3016,10489,11,1605,5
HRB5,HR,B5,5,Training,B,175,70,3717,12956,11,1968,5
HRB6,HR,B6,6,Training,B,175,70,4438,15356,9,2441,5
HRB7,HR,B7,7,Validation,B,175,70,3828,13422,5,1980,5
HRB8,HR,B8,8,Validation,B,175,70,4945,17403,2,2484,5
HRB9,HR,B9,9,Validation,B,175,70,4246,14940,4,2146,5
HRB10,HR,B10,10,Cross-validation,B,175,70,2410,8395,8,1279,5
HRB1,HR,B1,1,Training,B,175,100,4053,14163,5,2110,5
HRB2,HR,B2,2,Training,B,175,100,3404,11842,7,1817,5
HRB3,HR,B3,3,Training,B,175,100,3882,13558,3,2034,5
HRB4,HR,B4,4,Training,B,175,100,3017,10493,11,1605,5
HRB5,HR,B5,5,Training,B,175,100,3528,12271,7,1897,5
HRB6,HR,B6,6,Training,B,175,100,4485,15495,9,2489,5
HRB7,HR,B7,7,Validation,B,175,100,3607,12629,4,1874,5
HRB8,HR,B8,8,Validation,B,175,100,4935,17381,2,2468,5
HRB9,HR,B9,9,Validation,B,175,100,4241,14929,4,2135,5
HRB10,HR,B10,10,Cross-validation,B,175,100,2411,8398,8,1280,5
HRB1,HR,B1,1,Training,B,175,125,4083,14246,5,2141,5
HRB2,HR,B2,2,Training,B,175,125,3405,11846,7,1817,5
HRB3,HR,B3,3,Training,B,175,125,4054,14128,3,2156,5
HRB4,HR,B4,4,Training,B,175,125,3012,10471,10,1609,5
HRB5,HR,B5,5,Training,B,175,125,3631,12633,10,1944,5
HRB6,HR,B6,6,Training,B,175,125,4502,15574,9,2484,5
HRB7,HR,B7,7,Validation,B,175,125,3828,13422,5,1980,5
HRB8,HR,B8,8,Validation,B,175,125,4972,17496,2,2503,5
HRB9,HR,B9,9,Validation,B,175,125,4246,14940,4,2146,5
HRB10,HR,B10,10,Cross-validation,B,175,125,2410,8395,8,1279,5
HRM1,HR,M1,1,Training,M,90,70,4040,14229,0,2043,5
HRM2,HR,M2,2,Training,M,90,70,5751,20164,3,2971,5
HRM3,HR,M3,3,Training,M,90,70,5482,19290,2,2787,5
HRM4,HR,M4,4,Training,M,90,70,4390,15416,0,2263,5
HRM5,HR,M5,5,Training,M,90,70,5085,17864,1,2615,5
HRM6,HR,M6,6,Training,M,90,70,4981,17455,10,2585,5
HRM7,HR,M7,7,Validation,M,90,70,5068,17850,1,2591,5
HRM8,HR,M8,8,Validation,M,90,70,4614,16250,2,2318,5
HRM9,HR,M9,9,Validation,M,90,70,3733,13081,15,1905,5
HRM10,HR,M10,10,Cross-validation,M,90,70,5287,18585,3,2699,5
HRM1,HR,M1,1,Training,M,90,100,4076,14330,7,2074,5
HRM2,HR,M2,2,Training,M,90,100,5448,19080,2,2844,5
HRM3,HR,M3,3,Training,M,90,100,5461,19211,2,2781,5
HRM4,HR,M4,4,Training,M,90,100,4224,14850,2,2157,5
HRM5,HR,M5,5,Training,M,90,100,4943,17336,1,2562,5
HRM6,HR,M6,6,Training,M,90,100,4577,16043,6,2382,5
HRM7,HR,M7,7,Validation,M,90,100,5111,17971,2,2645,5
HRM8,HR,M8,8,Validation,M,90,100,4615,16248,2,2322,5
HRM9,HR,M9,9,Validation,M,90,100,3796,13255,15,1982,5
HRM10,HR,M10,10,Cross-validation,M,90,100,4331,15184,2,2238,5
HRM1,HR,M1,1,Training,M,90,125,3761,13176,0,1962,5
HRM2,HR,M2,2,Training,M,90,125,3694,12991,1,1876,5
HRM3,HR,M3,3,Training,M,90,125,5057,17746,2,2595,5
HRM4,HR,M4,4,Training,M,90,125,2901,10178,1,1496,5
HRM5,HR,M5,5,Training,M,90,125,4023,14089,0,2100,5
HRM6,HR,M6,6,Training,M,90,125,2544,8975,1,1267,5
HRM7,HR,M7,7,Validation,M,90,125,4589,16128,2,2377,5
HRM8,HR,M8,8,Validation,M,90,125,4306,15140,1,2179,5
HRM9,HR,M9,9,Validation,M,90,125,3082,10802,11,1578,5
HRM10,HR,M10,10,Cross-validation,M,90,125,1173,4121,0,605,5
HRM1,HR,M1,1,Training,M,125,70,3985,14023,1,2022,5
HRM2,HR,M2,2,Training,M,125,70,5622,19737,2,2885,5
HRM3,HR,M3,3,Training,M,125,70,5171,18165,2,2648,5
HRM4,HR,M4,4,Training,M,125,70,4151,14542,2,2150,5
HRM5,HR,M5,5,Training,M,125,70,5046,17704,1,2612,5
HRM6,HR,M6,6,Training,M,125,70,4504,15718,8,2391,5
HRM7,HR,M7,7,Validation,M,125,70,5041,17676,0,2639,5
HRM8,HR,M8,8,Validation,M,125,70,4256,14922,5,2196,5
HRM9,HR,M9,9,Validation,M,125,70,3345,11735,10,1693,5
HRM10,HR,M10,10,Cross-validation,M,125,70,5212,18309,3,2663,5
HRM1,HR,M1,1,Training,M,125,100,3960,13930,1,2014,5
HRM2,HR,M2,2,Training,M,125,100,5346,18716,2,2797,5
HRM3,HR,M3,3,Training,M,125,100,5148,18070,2,2648,5
HRM4,HR,M4,4,Training,M,125,100,4022,14122,1,2059,5
HRM5,HR,M5,5,Training,M,125,100,4918,17228,1,2564,5
HRM6,HR,M6,6,Training,M,125,100,4331,15091,11,2313,5
HRM7,HR,M7,7,Validation,M,125,100,5018,17597,0,2629,5
HRM8,HR,M8,8,Validation,M,125,100,4315,15119,9,2229,5
HRM9,HR,M9,9,Validation,M,125,100,3318,11632,9,1689,5
HRM10,HR,M10,10,Cross-validation,M,125,100,4314,15173,2,2186,5
HRM1,HR,M1,1,Training,M,125,125,3894,13623,1,2053,5
HRM2,HR,M2,2,Training,M,125,125,3898,13638,2,2057,5
HRM3,HR,M3,3,Training,M,125,125,4821,16912,2,2483,5
HRM4,HR,M4,4,Training,M,125,125,2903,10157,2,1512,5
HRM5,HR,M5,5,Training,M,125,125,4052,14189,1,2115,5
HRM6,HR,M6,6,Training,M,125,125,2696,9467,4,1379,5
HRM7,HR,M7,7,Validation,M,125,125,4487,15741,0,2343,5
HRM8,HR,M8,8,Validation,M,125,125,4021,14084,4,2082,5
HRM9,HR,M9,9,Validation,M,125,125,2835,9955,5,1435,5
HRM10,HR,M10,10,Cross-validation,M,125,125,1297,4557,0,674,5
HRM1,HR,M1,1,Training,M,175,70,3757,13147,11,1948,5
HRM2,HR,M2,2,Training,M,175,70,5368,18826,4,2749,5
HRM3,HR,M3,3,Training,M,175,70,4412,15355,4,2371,5
HRM4,HR,M4,4,Training,M,175,70,3768,13179,4,1967,5
HRM5,HR,M5,5,Training,M,175,70,4716,16405,2,2542,5
HRM6,HR,M6,6,Training,M,175,70,3849,13337,12,2112,5
HRM7,HR,M7,7,Validation,M,175,70,4808,16847,2,2496,5
HRM8,HR,M8,8,Validation,M,175,70,3353,11643,11,1802,5
HRM9,HR,M9,9,Validation,M,175,70,2749,9564,13,1452,5
HRM10,HR,M10,10,Cross-validation,M,175,70,4956,17326,6,2586,5
HRM1,HR,M1,1,Training,M,175,100,3687,12918,4,1909,5
HRM2,HR,M2,2,Training,M,175,100,5122,17921,4,2658,5
HRM3,HR,M3,3,Training,M,175,100,4417,15367,3,2378,5
HRM4,HR,M4,4,Training,M,175,100,3669,12841,4,1908,5
HRM5,HR,M5,5,Training,M,175,100,4636,16139,1,2494,5
HRM6,HR,M6,6,Training,M,175,100,3784,13061,17,2114,5
HRM7,HR,M7,7,Validation,M,175,100,4773,16735,2,2474,5
HRM8,HR,M8,8,Validation,M,175,100,3358,11662,11,1802,5
HRM9,HR,M9,9,Validation,M,175,100,2779,9682,14,1457,5
HRM10,HR,M10,10,Cross-validation,M,175,100,4292,15023,4,2226,5
HRM1,HR,M1,1,Training,M,175,125,3558,12422,2,1885,5
HRM2,HR,M2,2,Training,M,175,125,3808,13372,1,1945,5
HRM3,HR,M3,3,Training,M,175,125,4224,14687,6,2280,5
HRM4,HR,M4,4,Training,M,175,125,2812,9851,4,1456,5
HRM5,HR,M5,5,Training,M,175,125,3903,13590,3,2086,5
HRM6,HR,M6,6,Training,M,175,125,2572,9003,2,1345,5
HRM7,HR,M7,7,Validation,M,175,125,4524,15779,0,2426,5
HRM8,HR,M8,8,Validation,M,175,125,3217,11181,8,1728,5
HRM9,HR,M9,9,Validation,M,175,125,2390,8334,6,1248,5
HRM10,HR,M10,10,Cross-validation,M,175,125,1597,5612,3,826,5
HRT1,HR,T1,1,Training,T,90,70,3888,13673,1,1967,5
HRT2,HR,T2,2,Training,T,90,70,3550,12339,7,1918,5
HRT3,HR,T3,3,Training,T,90,70,4651,16304,2,2399,5
HRT4,HR,T4,4,Training,T,90,70,5596,19640,6,2870,5
HRT5,HR,T5,5,Training,T,90,70,3582,12560,2,1837,5
HRT6,HR,T6,6,Training,T,90,70,3802,13324,3,1970,5
HRT7,HR,T7,7,Validation,T,90,70,4304,15094,1,2225,5
HRT8,HR,T8,8,Validation,T,90,70,4232,14837,4,2190,5
HRT9,HR,T9,9,Validation,T,90,70,4902,17249,1,2494,5
HRT10,HR,T10,10,Cross-validation,T,90,70,4297,15032,5,2239,5
HRT1,HR,T1,1,Training,T,90,100,3896,13705,1,1967,5
HRT2,HR,T2,2,Training,T,90,100,3562,12377,8,1924,5
HRT3,HR,T3,3,Training,T,90,100,4764,16682,2,2477,5
HRT4,HR,T4,4,Training,T,90,100,5610,19688,6,2879,5
HRT5,HR,T5,5,Training,T,90,100,3572,12527,2,1828,5
HRT6,HR,T6,6,Training,T,90,100,3823,13397,3,1981,5
HRT7,HR,T7,7,Validation,T,90,100,4528,15952,2,2270,5
HRT8,HR,T8,8,Validation,T,90,100,4261,14948,2,2200,5
HRT9,HR,T9,9,Validation,T,90,100,4878,17167,1,2482,5
HRT10,HR,T10,10,Cross-validation,T,90,100,4312,15082,5,2248,5
HRT1,HR,T1,1,Training,T,90,125,3806,13359,8,1941,5
HRT2,HR,T2,2,Training,T,90,125,3438,11966,7,1847,5
HRT3,HR,T3,3,Training,T,90,125,4330,15169,2,2243,5
HRT4,HR,T4,4,Training,T,90,125,5685,19942,6,2929,5
HRT5,HR,T5,5,Training,T,90,125,3520,12347,2,1801,5
HRT6,HR,T6,6,Training,T,90,125,3695,12964,3,1898,5
HRT7,HR,T7,7,Validation,T,90,125,3333,11687,2,1721,5
HRT8,HR,T8,8,Validation,T,90,125,3817,13370,8,1977,5
HRT9,HR,T9,9,Validation,T,90,125,4540,15908,1,2368,5
HRT10,HR,T10,10,Cross-validation,T,90,125,4159,14541,4,2174,5
HRT1,HR,T1,1,Training,T,125,70,3848,13538,1,1951,5
HRT2,HR,T2,2,Training,T,125,70,3273,11364,6,1783,5
HRT3,HR,T3,3,Training,T,125,70,4611,16182,1,2356,5
HRT4,HR,T4,4,Training,T,125,70,5412,18928,7,2838,5
HRT5,HR,T5,5,Training,T,125,70,3507,12272,3,1826,5
HRT6,HR,T6,6,Training,T,125,70,3734,13064,3,1955,5
HRT7,HR,T7,7,Validation,T,125,70,4441,15636,3,2222,5
HRT8,HR,T8,8,Validation,T,125,70,4134,14449,4,2164,5
HRT9,HR,T9,9,Validation,T,125,70,4717,16511,3,2458,5
HRT10,HR,T10,10,Cross-validation,T,125,70,3916,13657,9,2065,5
HRT1,HR,T1,1,Training,T,125,100,4271,14759,209,2029,5
HRT2,HR,T2,2,Training,T,125,100,3263,11334,5,1775,5
HRT3,HR,T3,3,Training,T,125,100,4724,16544,2,2445,5
HRT4,HR,T4,4,Training,T,125,100,5395,18869,7,2828,5
HRT5,HR,T5,5,Training,T,125,100,3437,12012,2,1797,5
HRT6,HR,T6,6,Training,T,125,100,3717,13000,3,1950,5
HRT7,HR,T7,7,Validation,T,125,100,4212,14759,2,2171,5
HRT8,HR,T8,8,Validation,T,125,100,4154,14514,5,2182,5
HRT9,HR,T9,9,Validation,T,125,100,4698,16435,3,2457,5
HRT10,HR,T10,10,Cross-validation,T,125,100,3897,13598,9,2049,5
HRT1,HR,T1,1,Training,T,125,125,3749,13171,1,1921,5
HRT2,HR,T2,2,Training,T,125,125,3186,11086,6,1717,5
HRT3,HR,T3,3,Training,T,125,125,4306,15099,1,2214,5
HRT4,HR,T4,4,Training,T,125,125,5406,18897,12,2836,5
HRT5,HR,T5,5,Training,T,125,125,3391,11862,3,1762,5
HRT6,HR,T6,6,Training,T,125,125,3610,12634,3,1884,5
HRT7,HR,T7,7,Validation,T,125,125,3325,11651,3,1717,5
HRT8,HR,T8,8,Validation,T,125,125,3713,12957,3,1968,5
HRT9,HR,T9,9,Validation,T,125,125,4404,15372,4,2327,5
HRT10,HR,T10,10,Cross-validation,T,125,125,3944,13704,8,2132,5
HRT1,HR,T1,1,Training,T,175,70,3663,12760,2,1963,5
HRT2,HR,T2,2,Training,T,175,70,2753,9611,6,1441,5
HRT3,HR,T3,3,Training,T,175,70,4391,15343,4,2294,5
HRT4,HR,T4,4,Training,T,175,70,4761,16550,8,2568,5
HRT5,HR,T5,5,Training,T,175,70,3103,10830,3,1631,5
HRT6,HR,T6,6,Training,T,175,70,3512,12229,6,1877,5
HRT7,HR,T7,7,Validation,T,175,70,4078,14323,5,2070,5
HRT8,HR,T8,8,Validation,T,175,70,3723,12980,4,1980,5
HRT9,HR,T9,9,Validation,T,175,70,4171,14559,5,2211,5
HRT10,HR,T10,10,Cross-validation,T,175,70,3091,10707,17,1661,5
HRT1,HR,T1,1,Training,T,175,100,3661,12754,3,1959,5
HRT2,HR,T2,2,Training,T,175,100,2800,9781,5,1468,5
HRT3,HR,T3,3,Training,T,175,100,4372,15275,4,2286,5
HRT4,HR,T4,4,Training,T,175,100,4762,16565,8,2562,5
HRT5,HR,T5,5,Training,T,175,100,3093,10801,1,1625,5
HRT6,HR,T6,6,Training,T,175,100,3504,12197,7,1876,5
HRT7,HR,T7,7,Validation,T,175,100,4008,13970,4,2129,5
HRT8,HR,T8,8,Validation,T,175,100,3697,12881,5,1973,5
HRT9,HR,T9,9,Validation,T,175,100,4154,14496,5,2205,5
HRT10,HR,T10,10,Cross-validation,T,175,100,3073,10646,17,1649,5
HRT1,HR,T1,1,Training,T,175,125,3569,12398,1,1944,5
HRT2,HR,T2,2,Training,T,175,125,2734,9567,4,1416,5
HRT3,HR,T3,3,Training,T,175,125,4141,14496,4,2146,5
HRT4,HR,T4,4,Training,T,175,125,4725,16417,9,2553,5
HRT5,HR,T5,5,Training,T,175,125,3155,10991,2,1682,5
HRT6,HR,T6,6,Training,T,175,125,3391,11802,6,1816,5
HRT7,HR,T7,7,Validation,T,175,125,3204,11221,4,1663,5
HRT8,HR,T8,8,Validation,T,175,125,3411,11875,5,1830,5
HRT9,HR,T9,9,Validation,T,175,125,4005,13957,8,2136,5
HRT10,HR,T10,10,Cross-validation,T,175,125,2997,10385,15,1609,5
IPB1,IP,B1,1,Training,B,90,70,6814,23911,0,3509,5
IPB2,IP,B2,2,Training,B,90,70,6760,23690,1,3502,5
IPB3,IP,B3,3,Training,B,90,70,6123,21485,1,3177,5
IPB4,IP,B4,4,Training,B,90,70,6416,22496,2,3287,5
IPB5,IP,B5,5,Training,B,90,70,5037,17623,2,2640,5
IPB6,IP,B6,6,Training,B,90,70,5209,18213,7,2741,5
IPB7,IP,B7,7,Validation,B,90,70,5656,19864,3,2889,5
IPB8,IP,B8,8,Validation,B,90,70,4648,16297,3,2412,5
IPB9,IP,B9,9,Validation,B,90,70,6006,21057,4,3104,5
IPB10,IP,B10,10,Cross-validation,B,90,70,6669,23444,2,3406,5
IPB1,IP,B1,1,Training,B,90,100,5534,19357,0,2901,5
IPB2,IP,B2,2,Training,B,90,100,6748,23648,1,3496,5
IPB3,IP,B3,3,Training,B,90,100,6121,21479,1,3175,5
IPB4,IP,B4,4,Training,B,90,100,6513,22808,4,3364,5
IPB5,IP,B5,5,Training,B,90,100,4958,17368,2,2576,5
IPB6,IP,B6,6,Training,B,90,100,5110,17904,6,2655,5
IPB7,IP,B7,7,Validation,B,90,100,5663,19893,3,2890,5
IPB8,IP,B8,8,Validation,B,90,100,4642,16277,3,2407,5
IPB9,IP,B9,9,Validation,B,90,100,6023,21125,4,3108,5
IPB10,IP,B10,10,Cross-validation,B,90,100,6572,23079,2,3377,5
IPB1,IP,B1,1,Training,B,90,125,1189,4182,0,599,5
IPB2,IP,B2,2,Training,B,90,125,6241,21806,1,3273,5
IPB3,IP,B3,3,Training,B,90,125,6041,21188,2,3138,5
IPB4,IP,B4,4,Training,B,90,125,6144,21529,2,3166,5
IPB5,IP,B5,5,Training,B,90,125,4923,17221,15,2560,5
IPB6,IP,B6,6,Training,B,90,125,5108,17898,6,2652,5
IPB7,IP,B7,7,Validation,B,90,125,5654,19858,3,2887,5
IPB8,IP,B8,8,Validation,B,90,125,4602,16132,3,2388,5
IPB9,IP,B9,9,Validation,B,90,125,5994,21020,4,3093,5
IPB10,IP,B10,10,Cross-validation,B,90,125,5185,18202,2,2667,5
IPB1,IP,B1,1,Training,B,125,70,6496,22679,13,3428,5
IPB2,IP,B2,2,Training,B,125,70,6507,22798,5,3358,5
IPB3,IP,B3,3,Training,B,125,70,6015,21082,4,3132,5
IPB4,IP,B4,4,Training,B,125,70,6232,21774,6,3260,5
IPB5,IP,B5,5,Training,B,125,70,4668,16332,2,2434,5
IPB6,IP,B6,6,Training,B,125,70,4763,16622,6,2518,5
IPB7,IP,B7,7,Validation,B,125,70,5306,18564,9,2756,5
IPB8,IP,B8,8,Validation,B,125,70,4335,15189,4,2245,5
IPB9,IP,B9,9,Validation,B,125,70,5775,20186,6,3027,5
IPB10,IP,B10,10,Cross-validation,B,125,70,6335,22189,6,3286,5
IPB1,IP,B1,1,Training,B,125,100,5257,18341,7,2777,5
IPB2,IP,B2,2,Training,B,125,100,6497,22767,5,3349,5
IPB3,IP,B3,3,Training,B,125,100,6030,21136,4,3139,5
IPB4,IP,B4,4,Training,B,125,100,6174,21562,6,3237,5
IPB5,IP,B5,5,Training,B,125,100,4668,16332,2,2434,5
IPB6,IP,B6,6,Training,B,125,100,4763,16622,6,2518,5
IPB7,IP,B7,7,Validation,B,125,100,5306,18565,9,2755,5
IPB8,IP,B8,8,Validation,B,125,100,4329,15169,4,2240,5
IPB9,IP,B9,9,Validation,B,125,100,5774,20185,5,3026,5
IPB10,IP,B10,10,Cross-validation,B,125,100,6246,21860,6,3255,5
IPB1,IP,B1,1,Training,B,125,125,1242,4355,1,642,5
IPB2,IP,B2,2,Training,B,125,125,6025,21038,4,3157,5
IPB3,IP,B3,3,Training,B,125,125,5921,20781,4,3053,5
IPB4,IP,B4,4,Training,B,125,125,5949,20748,6,3146,5
IPB5,IP,B5,5,Training,B,125,125,4680,16358,2,2458,5
IPB6,IP,B6,6,Training,B,125,125,4814,16795,8,2546,5
IPB7,IP,B7,7,Validation,B,125,125,5306,18561,9,2758,5
IPB8,IP,B8,8,Validation,B,125,125,4293,15038,4,2225,5
IPB9,IP,B9,9,Validation,B,125,125,5787,20234,6,3030,5
IPB10,IP,B10,10,Cross-validation,B,125,125,4964,17360,7,2596,5
IPB1,IP,B1,1,Training,B,175,70,5732,19937,7,3077,5
IPB2,IP,B2,2,Training,B,175,70,6028,21031,10,3182,5
IPB3,IP,B3,3,Training,B,175,70,5575,19484,8,2941,5
IPB4,IP,B4,4,Training,B,175,70,5622,19521,14,3025,5
IPB5,IP,B5,5,Training,B,175,70,4082,14150,4,2237,5
IPB6,IP,B6,6,Training,B,175,70,4018,14014,7,2127,5
IPB7,IP,B7,7,Validation,B,175,70,5429,18958,13,2851,5
IPB8,IP,B8,8,Validation,B,175,70,4335,15189,4,2245,5
IPB9,IP,B9,9,Validation,B,175,70,5774,20184,5,3027,5
IPB10,IP,B10,10,Cross-validation,B,175,70,6344,22211,12,3288,5
IPB1,IP,B1,1,Training,B,175,100,4912,17126,6,2604,5
IPB2,IP,B2,2,Training,B,175,100,6017,20997,10,3171,5
IPB3,IP,B3,3,Training,B,175,100,5575,19486,8,2939,5
IPB4,IP,B4,4,Training,B,175,100,5596,19435,11,3011,5
IPB5,IP,B5,5,Training,B,175,100,4082,14150,4,2237,5
IPB6,IP,B6,6,Training,B,175,100,4018,14014,7,2127,5
IPB7,IP,B7,7,Validation,B,175,100,4615,16021,10,2500,5
IPB8,IP,B8,8,Validation,B,175,100,3815,13343,5,1982,5
IPB9,IP,B9,9,Validation,B,175,100,5024,17441,3,2736,5
IPB10,IP,B10,10,Cross-validation,B,175,100,5429,18901,11,2894,5
IPB1,IP,B1,1,Training,B,175,125,1247,4337,2,677,5
IPB2,IP,B2,2,Training,B,175,125,5672,19745,8,3019,5
IPB3,IP,B3,3,Training,B,175,125,5609,19591,11,2964,5
IPB4,IP,B4,4,Training,B,175,125,5394,18706,8,2937,5
IPB5,IP,B5,5,Training,B,175,125,4078,14127,4,2242,5
IPB6,IP,B6,6,Training,B,175,125,4015,14003,7,2125,5
IPB7,IP,B7,7,Validation,B,175,125,4753,16484,11,2595,5
IPB8,IP,B8,8,Validation,B,175,125,3779,13210,5,1968,5
IPB9,IP,B9,9,Validation,B,175,125,5017,17421,3,2728,5
IPB10,IP,B10,10,Cross-validation,B,175,125,4421,15449,12,2303,5
IPM1,IP,M1,1,Training,M,90,70,5827,20569,0,2882,5
IPM2,IP,M2,2,Training,M,90,70,5405,18990,3,2769,5
IPM3,IP,M3,3,Training,M,90,70,5253,18431,2,2718,5
IPM4,IP,M4,4,Training,M,90,70,6968,24474,2,3566,5
IPM5,IP,M5,5,Training,M,90,70,5285,18507,2,2756,5
IPM6,IP,M6,6,Training,M,90,70,6331,22176,7,3281,5
IPM7,IP,M7,7,Validation,M,90,70,5142,18019,1,2678,5
IPM8,IP,M8,8,Validation,M,90,70,5901,20716,3,3037,5
IPM9,IP,M9,9,Validation,M,90,70,6139,21479,7,3213,5
IPM10,IP,M10,10,Cross-validation,M,90,70,6158,21609,8,3153,5
IPM1,IP,M1,1,Training,M,90,100,5829,20574,0,2887,5
IPM2,IP,M2,2,Training,M,90,100,5405,18990,3,2769,5
IPM3,IP,M3,3,Training,M,90,100,5254,18436,2,2717,5
IPM4,IP,M4,4,Training,M,90,100,6919,24293,2,3543,5
IPM5,IP,M5,5,Training,M,90,100,5286,18508,3,2757,5
IPM6,IP,M6,6,Training,M,90,100,6315,22127,7,3268,5
IPM7,IP,M7,7,Validation,M,90,100,5099,17847,1,2676,5
IPM8,IP,M8,8,Validation,M,90,100,5899,20709,3,3036,5
IPM9,IP,M9,9,Validation,M,90,100,6137,21459,8,3224,5
IPM10,IP,M10,10,Cross-validation,M,90,100,6154,21596,8,3150,5
IPM1,IP,M1,1,Training,M,90,125,5713,20183,0,2819,5
IPM2,IP,M2,2,Training,M,90,125,5404,18988,3,2768,5
IPM3,IP,M3,3,Training,M,90,125,5194,18226,2,2688,5
IPM4,IP,M4,4,Training,M,90,125,6377,22403,1,3264,5
IPM5,IP,M5,5,Training,M,90,125,5258,18417,3,2734,5
IPM6,IP,M6,6,Training,M,90,125,5822,20405,6,3005,5
IPM7,IP,M7,7,Validation,M,90,125,3227,11305,0,1683,5
IPM8,IP,M8,8,Validation,M,90,125,5895,20696,3,3033,5
IPM9,IP,M9,9,Validation,M,90,125,5010,17518,6,2639,5
IPM10,IP,M10,10,Cross-validation,M,90,125,6103,21426,8,3116,5
IPM1,IP,M1,1,Training,M,125,70,5788,20336,1,2944,5
IPM2,IP,M2,2,Training,M,125,70,5259,18496,5,2657,5
IPM3,IP,M3,3,Training,M,125,70,4969,17378,2,2620,5
IPM4,IP,M4,4,Training,M,125,70,6839,24032,3,3489,5
IPM5,IP,M5,5,Training,M,125,70,5066,17700,5,2660,5
IPM6,IP,M6,6,Training,M,125,70,6048,21186,10,3131,5
IPM7,IP,M7,7,Validation,M,125,70,4835,16891,3,2544,5
IPM8,IP,M8,8,Validation,M,125,70,5720,20078,7,2923,5
IPM9,IP,M9,9,Validation,M,125,70,5664,19798,9,2964,5
IPM10,IP,M10,10,Cross-validation,M,125,70,5697,19925,5,2987,5
IPM1,IP,M1,1,Training,M,125,100,5788,20334,1,2946,5
IPM2,IP,M2,2,Training,M,125,100,5259,18496,5,2657,5
IPM3,IP,M3,3,Training,M,125,100,4973,17391,2,2623,5
IPM4,IP,M4,4,Training,M,125,100,6790,23854,4,3461,5
IPM5,IP,M5,5,Training,M,125,100,5077,17740,6,2664,5
IPM6,IP,M6,6,Training,M,125,100,6035,21144,10,3120,5
IPM7,IP,M7,7,Validation,M,125,100,4818,16822,3,2546,5
IPM8,IP,M8,8,Validation,M,125,100,5705,20024,6,2919,5
IPM9,IP,M9,9,Validation,M,125,100,5606,19606,9,2924,5
IPM10,IP,M10,10,Cross-validation,M,125,100,5704,19949,6,2990,5
IPM1,IP,M1,1,Training,M,125,125,5788,20334,1,2946,5
IPM2,IP,M2,2,Training,M,125,125,5259,18496,5,2657,5
IPM3,IP,M3,3,Training,M,125,125,4973,17391,2,2623,5
IPM4,IP,M4,4,Training,M,125,125,6790,23854,4,3461,5
IPM5,IP,M5,5,Training,M,125,125,5077,17740,6,2664,5
IPM6,IP,M6,6,Training,M,125,125,6035,21144,10,3120,5
IPM7,IP,M7,7,Validation,M,125,125,4818,16822,3,2546,5
IPM8,IP,M8,8,Validation,M,125,125,5705,20024,6,2919,5
IPM9,IP,M9,9,Validation,M,125,125,5606,19606,9,2924,5
IPM10,IP,M10,10,Cross-validation,M,125,125,5704,19949,6,2990,5
IPM1,IP,M1,1,Training,M,175,70,5641,19735,2,2940,5
IPM2,IP,M2,2,Training,M,175,70,4592,15982,14,2440,5
IPM3,IP,M3,3,Training,M,175,70,4373,15218,5,2348,5
IPM4,IP,M4,4,Training,M,175,70,6066,21221,5,3161,5
IPM5,IP,M5,5,Training,M,175,70,4469,15626,10,2317,5
IPM6,IP,M6,6,Training,M,175,70,5473,19085,15,2890,5
IPM7,IP,M7,7,Validation,M,175,70,4167,14465,12,2250,5
IPM8,IP,M8,8,Validation,M,175,70,5125,17931,7,2661,5
